tDec	storage
1999.58082191781	0
1999.66575342466	-0.0596999923368067
1999.74794520548	-0.143706267294562
1999.83287671233	0.00666653019601551
1999.91506849315	-0.0465399726222622
2000	-0.107352903701577
2000.08469945355	-0.218189644697343
2000.24863387978	-0.0578625239204911
2000.3306010929	0.0399200190373565
2000.41530054645	0.104007892197078
2000.58196721311	0.0291809279633516
2000.66666666667	-0.00175104390123359
2000.74863387978	-0.218237203709677
2000.83333333333	-0.211481428722069
2000.91530054645	-0.219521206603435
2001	-0.178776424131238
2001.08493150685	-0.190231213436133
2001.16164383562	-0.132051635534354
2001.24657534247	-0.100373931379034
2001.32876712329	0.0533112614630532
2001.66575342466	-0.188895531474034
2001.74794520548	-0.17982702022949
2001.83287671233	-0.177964520558791
2001.91506849315	-0.0151168423492322
2002	-0.121391844771831
2002.08493150685	-0.194666239471389
2002.16164383562	-0.168550947565439
2002.24657534247	-0.152042879061256
2002.32876712329	0.0509640526353375
2002.41369863014	0.0563438887418464
2002.49589041096	0.0458314551800541
2002.58082191781	-0.00943251412537149
2002.66575342466	-0.0386451549159075
2002.74794520548	-0.0256509002236347
2002.91506849315	-0.157788045941316
2003	-0.13531443756589
2003.08493150685	-0.0464431422142249
2003.16164383562	-0.149264813342749
2003.24657534247	-0.232066711111749
2003.32876712329	-0.0298225708194015
2003.58082191781	0.00457363206465197
2003.66575342466	0.050915158313238
2003.74794520548	-0.0324895719583832
2003.83287671233	-0.0684957089787382
2003.91506849315	-0.0864973300858827
2004	-0.0963286393142815
2004.08469945355	-0.094257181743834
2004.16393442623	-0.198717947889345
2004.24863387978	-0.0705243642634442
2004.3306010929	0.01207117265262
2004.41530054645	0.0488618128391905
2004.49726775956	0.0557079390759158
2004.58196721311	0.0546318086793319
2004.66666666667	-0.0284645467649662
2004.74863387978	-0.132531528747819
2004.83333333333	-0.0778143766493902
2005	-0.155634012112421
2005.08493150685	-0.0465883874674139
2005.16164383562	-0.122496785054839
2005.24657534247	-0.0878955252845091
2005.32876712329	0.0364041326362078
2005.41369863014	0.00593639920795479
2005.49589041096	-0.0600384356774559
2005.58082191781	0.0490573513672475
2005.66575342466	-0.00904372248016219
2005.74794520548	-0.202672653871283
2005.83287671233	-0.146965115795001
2005.91506849315	-0.198813261389421
2006	-0.106871756765937
2006.08493150685	-0.158027353125974
2006.16164383562	-0.132483540503261
2006.24657534247	0.0397734990071637
2006.32876712329	0.0615308334923581
2006.41369863014	0.0604540767132755
2006.49589041096	0.0642232320729447
2006.58082191781	0.0303031090777577
2006.66575342466	-0.00797446649986303
2006.74794520548	-0.103406792534467
2006.83287671233	-0.155586139191012
2006.91506849315	-0.0732285814472578
2007	-0.129411795182714
2007.08493150685	-0.134450862342114
2007.16164383562	-0.0834591781755554
2007.24657534247	-0.101914550956312
2007.32876712329	0.0121685806341762
2007.41369863014	0.024791001109147
2007.49589041096	0.0732847934147386
2007.58082191781	0.0313278197636729
2007.66575342466	-0.0192444284652882
2007.74794520548	-0.0624072107971918
2007.83287671233	-0.166447155092007
2007.91506849315	-0.0463463108491019
2008	-0.128643705726255
2008.08469945355	-0.273386388182957
2008.16393442623	-0.0970993012935612
2008.24863387978	-0.0936790216055244
2008.3306010929	-0.0417457186165969
2008.41530054645	-0.0078286498939595
2008.49726775956	-0.133971064832621
2008.58196721311	-0.0284645467649663
2008.66666666667	-0.0238555672755418
2008.74863387978	-0.113076715795441
2008.83333333333	-0.145575448059567
2008.91530054645	-0.0827356687060785
2009	-0.0670947244877932
2009.08493150685	-0.167546922575312
2009.16164383562	-0.137712850889885
2009.24657534247	-0.0284645467649663
2009.32876712329	0.0642721914737455
2009.49589041096	-0.0238555672755419
2009.58082191781	-0.0383544268244184
2009.66575342466	-0.0042311586297285
2009.74794520548	-0.185746396093344
2009.83287671233	-0.224940629222571
2009.91506849315	-0.132099625932343
2010	-0.204006399742068
2010.08493150685	-0.144473154709173
2010.16164383562	-0.136369813120565
2010.24657534247	-0.0596999923368067
2010.41369863014	0.0639784386581654
2010.74794520548	-0.0430534749969304
2010.83287671233	-0.125426665865019
2010.91506849315	-0.0623105373436233
2011	-0.0417941571484357
2011.08493150685	-0.0441673521168728
2011.16164383562	-0.0733734290504878
2011.24657534247	-0.062020511240771
2011.32876712329	0.0137759505021401
2011.41369863014	0.0630482782331471
2011.49589041096	0.0619713582787917
2011.58082191781	0.0298639796552868
2011.66575342466	-0.150318657155302
2011.74794520548	-0.166447155092007
2012.08469945355	-0.188704704452578
2012.16393442623	-0.26629160149277
2012.24863387978	-0.1356022787471
2012.3306010929	0.033182326358271
2012.41530054645	0.0294248696127776
2012.49726775956	0.0301079380529542
2012.66666666667	-0.00598145316881271
2012.74863387978	-0.0431019070688432
2012.83333333333	-0.207387557320953
2012.91530054645	-0.19762177385094
2013	-0.108892413112775
2013.16164383562	-0.198670290780439
2013.24657534247	-0.180304525628937
2013.32876712329	0.0438768738127576
2013.41369863014	0.0618734622069767
2013.49589041096	0.0530667348230502
2013.58082191781	0.00598507293235171
2013.66575342466	-0.00476600374826521
2013.74794520548	-0.0795033358284954
2013.83287671233	-0.125618758092988
2013.91506849315	-0.113846045575426
2014	-0.0734699929229163
2014.08493150685	-0.130947790344049
2014.16164383562	-0.0969548068379892
2014.24657534247	-0.0699930905778942
2014.41369863014	0.00150809183078884
2014.49589041096	0.0613350509191716
2014.58082191781	-0.0982551794176452
2014.66575342466	-0.0690753678410708
2014.74794520548	-0.113894126652883
2014.83287671233	-0.118412679645957
2014.91506849315	-0.135938082572193
2015	-0.134642774646706
2015.08493150685	-0.11740339907219
2015.16164383562	-0.0816261829628597
2015.24657534247	-0.0787795320693036
2015.32876712329	0.0649086854560652
2015.41369863014	0.0641253139892626
2015.58082191781	0.0606987839944798
2015.66575342466	-0.0353012618319547
2015.74794520548	-0.0625038832936748
2015.83287671233	-0.157213684293804
2016	-0.126387088723502
2016.08469945355	-0.0889560908655565
2016.24863387978	0.020403012260289
2016.3306010929	0.0454405082812494
2016.41530054645	0.0729907764561484
2016.49726775956	0.0658879859230855
2016.58196721311	0.0121198765238145
2016.66666666667	-0.0439252156836242
2016.74863387978	-0.166590610202394
2016.83333333333	-0.0891007044726199
2016.91530054645	-0.114278766659911
2017	-0.136897457472179
2017.08493150685	-0.0977735802807825
2017.24657534247	-0.157117954002883
2017.32876712329	-0.107401017079215
2017.41369863014	-0.00588422271821752
2017.49589041096	-0.02783397183412
2017.58082191781	-0.0849542604869601
2017.66575342466	-0.0181762778659154
2017.74794520548	-0.112211146579447
2017.83287671233	-0.174620659655335
2017.91506849315	-0.264635376661048
2018	-0.177391370523569
2018.08493150685	-0.0815779415812496
2018.16164383562	-0.0269122895846562
2018.24657534247	0.0170889282122778
2018.32876712329	0.0511596323160562
2018.41369863014	0.0419715255596226
2018.49589041096	0.0671612196077201
2018.58082191781	-0.0165738348384922
2018.66575342466	-0.0352527912392392
2018.74794520548	-0.113701800907222
2018.83287671233	-0.0688821520484675
2018.91506849315	-0.158266654329044
2019	-0.123121260532316
2019.08493150685	-0.144425226040155
2019.16164383562	-0.149743847613154
2019.24657534247	0.0144092283524703
2019.32876712329	0.0585944968511515
2019.41369863014	0.0632440943026774
2019.49589041096	0.0579584041077358
2019.58082191781	-0.0150197018602787
2019.66575342466	-0.179397244913272
2019.74794520548	-0.16477335302947
2019.83287671233	-0.0366583412882294
2019.91506849315	-0.0751597057708951
2020	-0.227364101076582
2020.08469945355	-0.0374337310437412
2020.16393442623	-0.0637605386577058
2020.3306010929	-0.171036650568563
2020.41530054645	0.0653003941583967
2020.49726775956	0.0618245145299125
2020.58196721311	0.0627056093228603
2020.66666666667	-0.022933512259198
