tDec	storage
1992.83333333333	0
1993.41369863014	-0.0261041103447733
1994.32876712329	-0.0561582282220286
1994.58082191781	-0.0448563656222909
1995.32876712329	-0.0348572842103114
1995.41369863014	-0.0478871276058421
1995.58082191781	-0.00380564662592126
1996.49726775956	-0.0427744841926483
1997.16164383562	0.920380008659392
1997.74794520548	0.972455616990346
1997.83287671233	1.21352713134808
1998.41369863014	0.960228815437925
1999.41369863014	1.41504876775771
1999.49589041096	2.2584138791422
1999.74794520548	2.36293965982932
2000.16393442623	2.08689978841107
2000.24863387978	1.24111121766855
2000.3306010929	1.05925974731912
2000.41530054645	0.705682940248988
2000.66666666667	2.21154053005446
2000.74863387978	1.88584069066207
2000.83333333333	2.36293965982932
2001.08493150685	1.64334376004003
2001.16164383562	1.91566286208586
2001.32876712329	0.916349050647188
2001.41369863014	1.08678697322256
2001.58082191781	1.23832158710017
2002.16164383562	1.97095717811977
2002.32876712329	1.41147122260512
2002.41369863014	1.21582710661433
2002.49589041096	1.06193662813937
2002.58082191781	1.50479292611274
2002.74794520548	0.963724443981415
2003	1.11120378635152
2003.08493150685	1.59939647831417
2003.24657534247	1.42861974058754
2004.24863387978	1.11729198548123
2004.3306010929	1.03728536236601
2004.49726775956	1.18249369631834
2004.58196721311	1.47068234674502
2005.24657534247	1.32371690766061
2005.58082191781	2.3629088642043
2005.66575342466	2.26478539244219
2005.74794520548	1.36175010168844
2006.16164383562	1.92974126473453
2006.24657534247	1.14785020773282
2006.32876712329	1.35894567227278
2006.66575342466	2.14299810814987
2007	1.98153171872294
2007.16164383562	1.35471271297609
2007.32876712329	1.08532734089691
2007.58082191781	1.82499480346053
2008.16393442623	1.18902054028813
2008.24863387978	0.997962044296915
2008.41530054645	1.01514121525839
2008.49726775956	1.93283305642729
2008.66666666667	1.92344399571745
2008.74863387978	2.26404126661514
2009.16164383562	1.47186788940651
2009.32876712329	0.934760855790957
2009.41369863014	1.00517408806415
2009.66575342466	2.21506118055975
2010.16164383562	1.55408741215936
2010.32876712329	1.02346486033522
2010.58082191781	2.25056697017233
2010.66575342466	2.36293965982932
2010.74794520548	1.91148144306995
2010.83287671233	1.86276357400791
2011.16164383562	1.7376426211003
2011.32876712329	1.32214649385535
2011.41369863014	1.22309890904211
2011.58082191781	2.05410931302646
2011.74794520548	1.95185499953369
2012.3306010929	1.19428972976647
2012.49726775956	1.99303160987397
2013.16164383562	1.06207686581256
2013.32876712329	1.6644293101252
2013.83287671233	2.28461852507539
2014	2.36293965982932
2014.24657534247	1.3355465367367
2014.32876712329	0.59018937795342
2014.49589041096	1.60915224131686
2014.58082191781	1.9006635866732
2015	2.36293965982932
2015.08493150685	2.36293965982932
2015.24657534247	1.35790652345419
2015.32876712329	1.06376039191102
2015.49589041096	1.58181438086125
2015.58082191781	1.73240600874495
2015.74794520548	1.95185499953369
2016	2.36293965982932
2016.08469945355	2.14982798874655
2016.16393442623	1.52246970118041
2016.24863387978	1.19471203441338
2016.41530054645	0.881081044548424
2016.49726775956	1.06036655657216
2016.58196721311	1.44486122835476
2016.66666666667	1.10081328772224
2016.83333333333	2.36293965982932
2017.16164383562	1.38059295050706
2017.24657534247	0.991616123121473
2017.32876712329	0.968683301903937
2017.49589041096	1.74051181063299
2017.58082191781	1.15932970040876
2017.66575342466	2.02266422072974
2018	2.36293965982932
2018.08493150685	1.30327764921302
2018.16164383562	1.19523075018146
2018.24657534247	0.977759076106003
2018.32876712329	1.10195443497596
2018.41369863014	1.38351373395049
2018.58082191781	2.18977094342911
2018.74794520548	2.26272425286331
2018.91506849315	2.40090340459046
2019	2.40090340459046
2019.16164383562	1.39828922801346
2019.24657534247	1.49264313217466
2019.32876712329	2.40090340459046
2019.49589041096	1.96157316074426
2019.58082191781	2.09990188387652
2019.74794520548	2.40090340459046
2019.83287671233	2.40090340459046
2019.91506849315	2.40090340459046
2020.08469945355	2.23278494141134
2020.24863387978	1.63803866758124
2020.3306010929	1.65017663846022
2020.41530054645	1.21240029471992
2020.49726775956	1.54956720146408
2020.58196721311	2.40090340459046
2020.66666666667	2.31984322548636
