Time	Magnitude	Latitude	Longitude	Depth	ClosestLakeID	ClosestLakeDist_km
1995.911164	5.72	-27.751	-70.929	25	1031	585.156321542498
1995.911705	5.54	-6.11	-81.915	15	2037	629.724910641657
1995.912998	6.57	10.083	-104.085	10	634	977.072578036815
1995.924086	6.37	-8.893	124.709	20	3157	747.311630753789
1995.925488	5.77	39.491	39.999	20	6934	39.0213830536518
1995.929965	5.84	-20.076	168.759	12.9	1782	1832.7445828021
1995.932431	5.51	72.595	3.296	10	2112	746.761928314064
1995.941382	6.29	18.718	-105.563	10.3	10049	314.061445036006
1995.941811	5.66	-6.25	26.721	15	1267	186.163724132208
1995.948227	5.54	-7.12	-12.769	14.1	9910492	1549.40701326739
1995.949227	5.78	18.788	-107.139	15	9920020	404.758717251702
1995.95891	5.51	52.511	-32.184	12.6	2212	1511.73452242396
1995.959497	5.67	34.566	97.372	10	330	41.7799027248978
1995.978452	6.04	-28.226	-176.743	23.4	290	1357.94895964305
