dmax_km	EF_All	Jack90_All_Low	Jack90_All_High	EF_Reservoir	Jack90_Re_Low	Jack90_Re_High	EF_Natural	Jack90_Na_Low	Jack90_Na_High	Null90_All_Low	Null90_All_High	Null90_Re_Low	Null90_Re_High	Null90_Na_Low	Null90_Na_High
80	1.08419310557883	1.00842040642242	1.1613602214821	1.00906197536119	0.903860215377378	1.11103111134199	1.17051057481688	1.06551837795785	1.2908476939037	0.799186599826572	1.24007973404528	0.73560316875537	1.32570503732275	0.729666818498302	1.38016712123393
85	1.10131574081128	1.02838803094444	1.17599697993734	1.00087033489649	0.903092780393771	1.09884270133793	1.22651381888281	1.12207290109321	1.3452835341326	0.804974831190036	1.21849283878456	0.747728560381178	1.2960973156419	0.733017201538737	1.343557805253
90	1.09287990961769	1.02661714253189	1.16089543188423	1.01079834503599	0.923118976926414	1.0983558639082	1.19789526190343	1.10027362590387	1.31191694005386	0.817645518192426	1.20435558098039	0.767791818600456	1.28109827819511	0.754823946974312	1.31662086092521
95	1.0734950927322	1.01145240294573	1.13741363678212	0.982264024175658	0.899171907584538	1.06433317614519	1.18978175364092	1.09647886464624	1.29682698329128	0.82962334158827	1.19892720154626	0.77863977090101	1.26963033267415	0.7653996539466	1.3093149756063
100	1.08233523589854	1.02179653435248	1.14562916461221	1.03906049130834	0.957119612981374	1.12399737897202	1.13524501687595	1.04857025872127	1.2347858117009	0.835968368457654	1.19026171454724	0.785942758909816	1.25364911364183	0.773097282399128	1.29718366617712
105	1.10414314525414	1.04450471788604	1.16593756299227	1.05863601988189	0.976932028180239	1.14380318986677	1.15644280440693	1.07326729805755	1.25125870745859	0.840343883496163	1.18289955309251	0.78851951544191	1.24829473307243	0.787072311738297	1.28140250476521
110	1.10614700782141	1.04951727235305	1.16518211059336	1.08980593608293	1.00792954411249	1.17495332477901	1.12220024718992	1.04709342451667	1.20675443670284	0.84648914993741	1.18052305346763	0.796634570146235	1.24561196231533	0.78820977440131	1.27123868446103
115	1.14633995043428	1.09020698614777	1.20635953388586	1.11138578202262	1.03173851286542	1.19727736171085	1.18385178028141	1.10745566697507	1.2712778619335	0.849666509945899	1.17253544756086	0.801020799028467	1.23708848942177	0.794496183449331	1.2548775813839
120	1.11870445309454	1.06540766239914	1.17532847251218	1.12358835126197	1.04526892911311	1.20467582731244	1.10954538489477	1.03940763162114	1.18771215031109	0.854161099640927	1.16705480944042	0.801112368148161	1.22283942736081	0.803780240345537	1.24613197366665
125	1.15021609276856	1.09848967554331	1.20538469317443	1.12221280678601	1.04900882637378	1.19925289853791	1.17689656446785	1.10779524818039	1.25567942725195	0.859640551767935	1.16538278114519	0.808505370627291	1.22004217683528	0.808577571001009	1.2391033656647
130	1.16901954837826	1.11758923306512	1.22516150733865	1.13160421099241	1.05815790713164	1.20929950710455	1.2037441834657	1.13121865281069	1.2866410676682	0.863875695327432	1.16404756130382	0.813783134960594	1.21841575827664	0.81593052657811	1.22700410411872
135	1.17388423386863	1.12522543784295	1.22676870723584	1.15027218306749	1.08058591995633	1.22260085132461	1.19232053172459	1.12353148374619	1.26908337740454	0.865792361128687	1.15305113164567	0.819393914574369	1.2096344618367	0.816899170749643	1.21120302310937
140	1.16787464632596	1.12088181804849	1.21673661390047	1.09635259024832	1.03417376017953	1.16019702343362	1.24766437712102	1.17843713501134	1.32519753939707	0.8740568298281	1.1532089247293	0.822692248139181	1.20215563799057	0.831064330839117	1.21558711108003
145	1.14475232682265	1.10138256683696	1.19052526959641	1.06172358713641	1.00292150576248	1.12159630354164	1.23924281177107	1.17500967962125	1.31058218163436	0.8777080666232	1.15025269649103	0.830383920205954	1.19834125811664	0.835672445048746	1.20913179294146
150	1.11776882543506	1.07617041380847	1.16097283151971	1.03054742073009	0.977006664987032	1.08722662425211	1.22188539939392	1.16068165380272	1.28981389712196	0.881955519994327	1.1463367731642	0.835704586072393	1.19146312528652	0.840166546927561	1.20724595054404
