Time	Magnitude	Latitude	Longitude	Depth
1999.126905	5.76	-2.022	133.37	15
1999.129133	5.55	-21.106	-69.965	41.1
1999.13541	5.68	-6.272	154.533	55
1999.14043	6.38	-21.431	169.777	25
1999.141891	5.88	24.105	122.622	35
1999.145214	5.52	-20.805	-173.89	20
1999.146397	5.69	18.131	146.584	35
1999.150693	5.91	51.693	105.079	10
1999.154829	5.58	-63.33	169.85	15
1999.155478	5.52	-49.244	-8.001	10
1999.160489	5.67	-2.913	126.637	35
1999.16304	5.9	35.639	141.857	20
1999.164146	5.54	-27.835	-176.172	15
1999.168337	6.61	28.284	57.261	25
1999.168705	7.06	5.336	121.854	28.1
1999.169113	5.55	54.764	-164.17	15
1999.170841	5.93	-34.693	-69.66	15
1999.178256	6.09	-15.702	-179.476	15
1999.179291	5.75	52.148	159.551	40.9
1999.196007	5.52	12.154	143.668	35.9
1999.208069	5.9	41.134	142.975	30
1999.212731	6.9	51.669	-177.709	30
1999.216093	5.89	55.906	110.401	10
1999.217895	5.75	-7.053	128.645	35
1999.222024	5.57	29.553	128.466	25
1999.232117	5.52	-3.941	131.382	35.1
1999.233065	5.73	-57.086	-141.241	15
1999.235579	6.53	30.378	79.38	12.6
1999.235862	5.77	85.631	85.488	15
1999.236337	5.58	-10.583	161.4	35
1999.236858	5.81	-3.997	87.166	15
1999.240017	5.73	10.796	-70.507	15
1999.24229	6.35	5.826	-82.713	10
1999.246818	6.17	-4.397	152.797	25
1999.249041	6.14	-19.865	168.272	10
1999.25099	5.96	13.209	-87.668	15
1999.257877	5.54	25.034	93.78	62.9
1999.258596	5.79	24.322	-46.389	10
1999.258997	6.3	-6.532	147.034	23.6
1999.2672	5.55	-42.152	84.318	10
1999.273653	6.02	-5.954	148.446	45
1999.275575	5.9	-20.197	168.764	25
1999.288266	5.67	19.288	-155.524	10
1999.306747	5.72	13.207	145.319	35
1999.321899	5.91	28.884	131.082	23.2
1999.323117	5.81	-35.904	-103.165	10
1999.325973	5.53	-31.676	-71.688	56.9
1999.331078	5.59	56.689	-34.287	15
1999.338638	5.74	59.255	-151.547	65.8
1999.340029	6.12	14.401	-94.681	10.2
1999.342803	6.2	29.441	51.922	15
1999.344539	6.2	56.498	-152.86	20
1999.347913	5.63	-21.434	173.335	35
1999.348188	6.03	14.121	-92.289	35
1999.350552	5.5	-42.622	84.026	10
1999.352489	5.68	-11.518	166.359	40
1999.353983	5.99	-36.351	-110.586	15
1999.366344	5.53	37.49	-118.813	15
1999.367654	7.04	-4.728	152.514	45
1999.369317	6.33	-2.601	138.186	50
1999.3753	5.85	5.553	123.892	25
1999.381611	5.63	-60.918	-25.078	20
1999.385141	6.01	-20.687	170.094	20
1999.394023	5.5	3.688	90.127	33.9
1999.394166	5.55	34.542	32.211	38.3
1999.398603	5.61	58.556	-137.258	10
1999.420081	5.76	53.778	-164.227	34
1999.425865	6.23	13.958	-91.065	40
1999.428675	5.65	8.572	126.033	25
1999.429683	5.51	73.04	5.622	10
1999.431904	5.81	15.036	-60.329	20
1999.433269	5.58	-19.444	-173.439	15
1999.433732	5.79	-53.162	-47.183	15
1999.452054	6.93	18.246	-97.488	63
1999.454659	5.83	-15.09	-175.556	27.7
1999.466643	5.53	8.343	141.439	15
1999.46814	6.27	18.115	-101.689	55
1999.468948	5.67	-4.419	133.907	10
1999.482307	5.54	29.981	69.519	37.2
1999.488688	5.63	-9.553	147.944	20
1999.493741	5.65	70.164	-15.511	15
1999.497577	5.85	49.265	-129.296	10
1999.499171	5.81	47.054	-123.37	40
1999.512079	6.04	49.243	155.458	46.2
1999.515554	5.61	-24.899	-70.579	40
1999.51598	6.24	-6.481	154.964	35
1999.5225	6.66	15.783	-88.406	15
1999.522572	6.19	-4.413	152.976	31.1
1999.527772	5.52	-35.557	-104.106	10
1999.543351	5.5	-9.137	120.13	36.1
1999.54469	5.5	-33.496	-176.67	16
1999.562121	6.18	-5.122	152.115	35
1999.56409	5.62	-2.917	150.685	15
1999.567363	5.51	-15.328	-173.22	58.4
1999.579831	5.91	51.593	-176.28	34
1999.580208	5.67	37.309	-117.13	10
1999.592122	5.92	49.978	156.124	38
1999.595516	5.55	-21.143	-175.825	15
1999.599277	5.55	-56.347	-143.055	15
1999.602895	5.5	51.247	178.038	30.9
1999.604715	5.55	9.308	-84.024	30
1999.606259	5.58	34.692	32.928	26.9
1999.608535	5.52	-18.761	-176.756	15
1999.609143	6.13	-1.715	122.578	25
1999.611568	5.51	51.96	-169.54	28.8
1999.618964	5.6	-5.351	152.683	25
1999.62218	7.58	40.807	29.979	15
1999.622692	5.73	-21.668	-174.442	15
1999.632735	5.6	34.054	135.508	64.8
1999.633467	5.66	-20.475	-173.575	35
1999.635621	6.18	-58.347	-13.29	10
1999.63696	6.37	-40.594	-75.186	18
1999.637312	6.53	-16.079	168.113	12
1999.646978	5.87	10.31	125.979	30
1999.647691	6.1	-3.481	145.682	15
1999.649286	5.66	19.142	121.184	30
1999.652686	5.6	-27.779	73.77	23
1999.655119	5.9	2.974	65.908	10
1999.681034	5.98	38.066	23.507	10
1999.686748	5.51	47.512	154.297	39.1
1999.690124	5.81	-32.743	-178.277	20
1999.693709	5.65	29.017	142.301	10
1999.696637	5.56	-3.486	149.704	15
1999.710246	5.54	-4.332	-104.323	10
1999.710569	5.55	-6.466	147.912	46.2
1999.712238	5.99	51.25	157.419	60
1999.712578	5.8	46.332	153.48	30
1999.717293	7.63	23.834	120.813	25
1999.720558	5.62	-63.781	-166.859	10
1999.736107	5.63	2.61	127.83	40
1999.737738	6.1	54.621	168.189	15
1999.74196	5.68	-30.733	-71.95	15
1999.744527	7.43	16.01	-96.903	40
1999.747935	5.74	-0.347	122.701	65
1999.75053	5.67	40.254	143.119	30
1999.751103	5.66	-13.498	-111.508	15
1999.755186	5.6	-10.784	-75.657	20
1999.756674	5.64	-35.85	-103.423	15
1999.763228	5.6	-6.096	149.19	55.8
1999.765134	5.83	-21.137	-174.421	25
1999.770825	6.05	-2.022	134.249	10
1999.778412	6.41	54.673	-161.318	30
1999.787563	7.12	34.539	-116.387	20
1999.792234	6.3	-56.209	-26.748	35
1999.801193	5.6	13.861	125.302	20.6
1999.805864	6.25	-4.779	153.42	60
1999.809377	5.62	-34.868	-112.076	15
1999.811091	5.87	-19.382	-173.824	20
1999.811944	5.74	32.014	142.297	15
1999.817038	5.6	-23.67	-111.714	15
1999.825887	5.66	-15.83	-173.707	65
1999.827205	5.52	-33.358	-179.283	65.7
1999.838197	5.67	-45.539	96.581	15
1999.838449	5.61	-15.948	-172.372	15
1999.855171	5.52	-6.287	-107.386	10
1999.857938	6.11	49.324	155.648	35
1999.862304	7.16	40.816	31.2	13.7
1999.865334	5.87	53.394	171.391	30
1999.868763	5.66	38.363	142.295	51.9
1999.869235	6.95	-1.285	88.959	10
1999.872888	6.03	-55.966	-125.122	15
1999.874454	6.92	-5.982	148.825	45
1999.878447	5.97	0.632	125.997	40
1999.885768	5.83	-63.15	-164.403	15
1999.885783	6.13	19.067	-106.85	15
1999.892155	5.58	9.49	57.182	10
1999.896418	5.71	-0.898	121.498	35
1999.898755	5.97	55.142	165.367	20
1999.899034	5.92	-30.378	-177.46	20
1999.900223	7.42	-16.413	168.149	30
1999.903105	5.52	-54.853	-136.398	10
1999.904025	5.89	-4.71	153.161	45
1999.911521	5.81	-21.404	169.264	15
1999.913015	5.5	3.039	126.823	58.7
1999.9146	6.27	17.655	-82.315	10
1999.914871	5.59	-21.982	170.161	28.8
1999.919817	5.67	40.468	42.327	10
1999.920834	5.56	57.748	-32.588	10
1999.921487	5.56	3.19	128.168	40
1999.922555	5.57	-28.49	-71.244	40
1999.928726	6.97	57.393	-154.651	45.7
1999.933103	6.1	-9.822	160.032	15
1999.939156	6.5	-36.279	-97.374	10
1999.941828	7.24	15.809	119.75	40
1999.945175	5.68	-2.882	128.142	30
1999.947829	5.74	-0.053	125.101	55
1999.95072	5.52	17.193	-85.331	17
1999.951253	6.26	-5.879	151.118	23
1999.954666	5.65	-28.945	-13.285	10
1999.955088	5.98	-50.278	139.559	15
1999.956178	5.59	54.419	-160.974	30.1
1999.956657	5.65	7.955	-38.078	15
1999.960957	6.17	-2.438	139.75	16
1999.961763	5.98	12.943	144.632	50
1999.962086	5.9	-3.986	131.495	40
1999.963076	5.72	-4.499	151.47	15
1999.968771	6.44	-6.8	105.503	50
1999.971274	5.67	-54.37	1.948	15
1999.971429	5.96	-11.006	165.663	15
1999.971893	5.59	35.202	-1.348	10
1999.972409	5.63	-0.701	-91.955	15
1999.977576	6.23	-56.226	147.065	15
1999.980224	5.8	-28.242	-176.595	15
1999.987769	6.13	5.62	-82.613	15
1999.988234	5.63	1.709	128.369	70
1999.989657	5.89	18.104	-101.63	45
1999.993311	5.58	47.526	154.614	42.5
1999.997944	5.98	-60.676	153.941	10
2000.001481	5.78	51.572	-175.619	35
2000.001743	5.72	-20.965	-173.959	35
2000.010258	5.54	-56.106	-58.727	10
2000.010317	5.76	-9.143	109.599	30
2000.012173	6.07	58.053	-136.888	12
2000.017795	6.34	-23.245	-70.083	55
2000.021665	6.4	-18.741	174.523	25
2000.035549	5.89	25.572	101.184	15
2000.040042	5.86	-30.5	-177.912	35
2000.040991	5.67	-11.58	166.299	45
2000.042475	5.56	6.795	-71.917	15
2000.043498	5.81	-14.581	-177.297	10
2000.049394	5.66	-28.576	-176.359	20
2000.050388	6.05	43.584	-127.46	10
2000.052384	5.67	13.126	125.637	15
2000.052598	5.76	-59.306	-17.429	10
2000.058195	5.74	-7.931	120.736	25
2000.058488	5.51	57.536	-149.061	15
2000.05863	5.73	-17.61	-176.477	35
2000.067243	6.25	-17.266	-173.981	55
2000.072821	6.8	43.06	146.759	45
2000.073232	5.54	14.376	146.596	50
2000.073804	5.58	-9.724	118.659	65
2000.0888	5.62	65.074	-154.351	13.2
2000.097144	6.59	-5.87	150.979	39.9
2000.108409	5.54	-27.661	65.795	13.6
2000.12578	5.65	-10.906	166.78	10
2000.129604	5.61	16.581	-46.603	10
2000.135119	5.63	8.96	-84.104	15
2000.136962	5.64	-6.34	154.764	55
2000.138774	5.7	18.753	-107.035	20
2000.148042	7.08	-19.59	173.978	25
2000.152682	6.08	9.374	-78.491	69.4
2000.15717	5.68	-21.872	-174.957	15
2000.159318	5.94	-49.9	-114.514	10
2000.161391	6	-18.07	169.225	25
2000.169562	6.56	-6.858	143.885	17
2000.170021	6.32	-60.202	150.477	10
2000.171363	5.79	-34.484	179.296	20
2000.175217	6.07	-63.023	145.692	10
2000.178623	5.51	-49.192	164.73	10
2000.183921	5.51	-3.781	151.346	15
2000.188631	5.5	4.736	95.892	15.5
2000.1942	6.27	15.017	-92.679	65
2000.19926	5.64	-61.722	161.299	10
2000.200614	5.92	-44.372	-117.621	10
2000.20435	5.87	40.376	-125.016	16
2000.206691	5.61	-53.014	25.515	10
2000.219831	5.67	-12.254	65.62	15
2000.225005	5.59	27.597	-111.328	15
2000.234723	5.55	-16.165	-172.805	17
2000.239018	5.78	-28.348	-176.21	25
2000.265017	6.3	-17.882	65.562	17
2000.267337	5.52	1.033	120.165	15
2000.276175	5.63	-15.466	-173.252	55
2000.281645	5.86	10.223	126.415	20
2000.289006	5.56	-18.67	-173.575	35
2000.292973	5.72	-52.379	13.517	10
2000.293679	5.64	4.036	128.334	20
2000.301687	5.98	51.385	-178.046	28
2000.308991	5.59	-53.072	-118.001	10
2000.316326	5.52	40.244	143.418	25
2000.32697	5.5	50.937	-130.449	10
2000.328216	5.89	-4.017	146.668	20
2000.332998	5.96	17.515	147.539	30
2000.337252	7.53	-1.12	123.551	30
2000.338399	5.59	51.467	-178.354	29.9
2000.343798	6.31	-11.273	165.551	15
2000.345972	5.66	-15.307	-173.397	33.2
2000.348896	5.59	10.955	124.801	15
2000.349132	5.65	-1.012	98.028	20
2000.366432	6.24	-4.34	123.197	20
2000.385578	5.95	71.066	-8.247	15
2000.38654	5.85	0.661	-26.132	10
2000.387549	5.81	-4.076	-81.068	40.4
2000.39216	5.7	36.02	22.033	30
2000.397046	5.99	11.386	139.378	15
2000.397156	5.55	38.993	20.633	10
2000.408698	5.8	-63.467	173.314	10
2000.417434	6.2	44.329	-130.327	12.2
2000.419908	6.12	35.635	140.66	52.2
2000.422985	5.57	-62.137	-161.818	10
2000.423508	7.86	-4.605	102.056	35
2000.427412	5.97	40.733	32.906	10
2000.427666	5.5	-11.552	-130.976	10
2000.428358	5.54	37.073	103.887	10
2000.42881	6.35	29.46	131.474	18
2000.429532	5.88	36.819	135.609	10
2000.431754	5.5	4.975	126.793	55.5
2000.432327	6.32	26.836	97.176	15
2000.433509	5.5	14.052	-92.161	55
2000.435484	6.29	-5.094	152.627	20
2000.436311	6.07	-11.333	162.272	15
2000.439117	5.91	-11.432	166.325	30
2000.440343	5.54	-29.119	-112.383	10
2000.442154	6.54	-50.595	139.524	15
2000.449206	5.7	17.282	120.225	55
2000.451634	6	-17.77	176.475	30
2000.453021	6.09	29.371	132.15	15
2000.45901	6.51	63.872	-20.564	10
2000.46164	7.87	-13.926	97.402	15
2000.462924	5.67	16.875	120.51	20
2000.474222	5.71	1.302	126.241	65
2000.479874	6.02	31.085	131.436	25
2000.490818	5.52	34.14	139.411	10
2000.490986	5.84	13.051	144.584	35
2000.506312	5.54	20.241	122.247	20
2000.513778	5.89	51.372	-179.964	35
2000.519132	5.86	-16.351	-177.548	35
2000.529231	5.59	-49.069	123.63	15
2000.534249	5.52	-0.401	-19.61	10
2000.534334	5.72	-54.191	8.034	10
2000.535065	5.57	-61.336	154.53	10
2000.537071	6.59	-7.728	150.974	20
2000.537946	5.75	-4.146	139.042	22.4
2000.538606	6.09	-12.38	166.585	40
2000.544717	5.65	17.877	120.761	30
2000.549698	5.98	36.564	140.974	47.7
2000.550524	6.4	9.355	-85.374	25
2000.551018	5.84	18.164	-98.966	56.9
2000.554168	5.52	35.208	-35.903	10
2000.561629	5.89	-53.575	-3.324	10
2000.564639	5.5	0.737	-26.165	10
2000.571808	5.63	23.42	120.927	10
2000.57564	5.59	-10.886	165.98	60
2000.580281	6.14	-16.732	174.749	10
2000.582582	5.86	-38.803	78.498	15
2000.586033	6.57	-11.957	166.563	40
2000.58811	5.82	-17.673	-71.725	20
2000.591058	6.8	48.73	142.387	15
2000.597467	5.68	29.043	131.152	25
2000.602344	6.26	-15.685	168.138	15
2000.603661	6.51	18.045	-102.647	29
2000.611731	5.91	-2.999	136.066	25
2000.612163	5.55	8.424	-103.844	10
2000.614161	5.79	-60.949	-24.655	10
2000.618547	5.81	-9.356	153.906	25
2000.624238	5.75	-21.977	-174.611	20
2000.625827	5.58	-16.695	-172.688	20
2000.636239	6.06	-53.095	-46.264	18
2000.6395	5.66	-6.3	154.635	35
2000.63985	5.65	38.144	57.359	20
2000.64472	5.79	-6.022	102.648	10
2000.654759	5.53	4.42	126.629	58.9
2000.656069	6.77	-4.17	127.489	20
2000.666661	5.96	1.305	96.474	25
2000.684643	5.76	-39.754	41.599	15
2000.688342	5.57	-22.74	-175.313	15
2000.688604	5.89	-35.953	-103.049	10
2000.690955	5.78	24.039	121.631	25
2000.692118	6.04	-1.143	129.302	10
2000.695467	6.1	35.415	99.525	15
2000.697291	6.01	-5.594	101.692	18.4
2000.702601	6.2	-15.832	-179.933	25
2000.708355	5.51	-30.397	-177.924	54.2
2000.722081	5.53	-56.61	-141.952	10
2000.725792	5.69	4.202	-32.716	10
2000.731464	5.85	-46.717	37.496	10
2000.734463	6.33	-17.27	-173.927	56
2000.741889	6.38	-0.166	-80.517	17.8
2000.744559	5.54	12.116	122.309	20
2000.750448	6.44	-7.97	30.739	34.4
2000.751026	5.79	29.411	129.431	25
2000.753391	6.24	40.215	143.254	20
2000.756102	5.79	-55.376	-128.101	10
2000.757223	5.51	-33.67	-178.495	35
2000.757584	6.93	-15.368	166.98	20
2000.759942	6.07	31.594	-40.943	10
2000.760678	6.09	6.838	126.796	35
2000.761637	6.66	35.274	133.305	10
2000.765225	5.84	-10.087	119.242	35
2000.76701	5.72	9.699	125.538	20
2000.769621	5.64	9.982	92.938	30
2000.772688	5.55	-6.277	154.716	30
2000.775334	5.53	-1.625	123.242	33
2000.803514	6.02	-47.313	-12.379	15
2000.803833	5.52	1.675	-90.839	10
2000.813763	6.02	-34.581	-109.773	10
2000.81423	6.76	-6.617	105.538	45
2000.819663	5.8	-1.621	-24.444	15
2000.82079	5.61	17.555	-61.256	24.8
2000.821835	5.72	18.346	146.615	35
2000.825094	5.53	-57.929	-25.431	35
2000.825521	5.8	-15.199	-173.175	45
2000.826952	5.61	0.665	-25.799	10
2000.828203	5.94	-9.752	118.996	40
2000.83164	5.64	-18.029	-175.046	25
2000.833516	6.08	-45.139	167.101	25
2000.843474	5.51	36.339	142.372	30
2000.843801	5.73	-6.101	102.487	25
2000.844717	5.55	9.905	92.933	32.3
2000.847328	5.78	56.127	-153.437	25
2000.848768	6.75	-55.455	-29.625	15
2000.848851	6.2	-5.473	151.638	35
2000.85227	6.51	7.103	-77.773	17
2000.853594	5.61	23.305	124.249	13
2000.854412	5.64	5.8	127.158	70
2000.854867	5.84	-15.224	-173.364	48.1
2000.85925	5.69	36.466	4.798	10
2000.865933	5.78	-8.298	-79.972	35
2000.866981	5.95	42.539	144.788	26
2000.871708	5.5	17.286	119.733	35
2000.872358	5.53	38.36	43.055	15
2000.872856	5.71	-14.552	166.739	25
2000.873935	8	-4.011	152.254	30
2000.894501	5.56	12.94	144.132	35
2000.900086	6.78	40.251	49.902	35
2000.910155	6.29	-24.924	-70.793	40.2
2000.910175	5.78	63.871	-150.29	15
2000.910222	5.51	23.877	121.725	30
2000.915978	5.75	35.09	-35.133	10
2000.921392	5.66	51.693	-178.107	52.9
2000.923192	5.5	14.759	-93.885	25
2000.924571	5.68	35.854	141.133	35
2000.927925	5.83	52.52	-167.907	25.4
2000.930092	7	39.479	54.819	30
2000.938949	5.73	-36.327	-98.895	10
2000.940624	5.5	19.126	121.182	52.5
2000.94518	6.1	5.76	-82.683	10
2000.948001	5.67	-3.093	148.475	15
2000.954255	5.51	-50.333	-6.941	10
2000.954682	6	38.457	31.183	12
2000.954794	5.57	-15.621	-177.375	30
2000.964732	5.67	-17.518	167.732	20
2000.965229	6.13	11.82	144.906	15
2000.967762	6.43	-39.009	-74.95	10
2000.968381	6.59	-9.334	154.618	15
2000.972908	5.82	-10.537	164.312	15
2000.975499	5.98	-7.831	135.76	66
2000.977776	5.59	-4.246	123.223	15
2000.98168	5.66	-42.529	120.164	15
2000.98464	5.6	-35.139	-179.986	35
2001.000109	7.43	6.875	126.624	36
2001.004711	5.94	-11.235	162.557	15
2001.006479	5.86	43.897	147.688	50
2001.011192	5.69	16.018	-60.994	32.5
2001.016918	5.91	-33.511	-72.189	20
2001.022116	5.53	-18.478	176.318	15
2001.025787	6.95	56.913	-153.491	25
2001.026702	6	49.153	-128.975	10
2001.028975	5.71	-18.842	-176.553	20
2001.030663	5.63	-15.658	-74.924	15
2001.033669	5.54	40.7	-125.018	15
2001.034173	7.71	13.06	-88.699	38
2001.038315	6.33	-40.431	78.222	10
2001.041914	6.2	-4.192	101.538	33.8
2001.04729	5.54	2.558	126.355	65.1
2001.049529	6.26	-11.643	166.47	50.5
2001.049632	6	-58.102	-9.598	10
2001.054613	5.57	10.215	126.32	35
2001.06065	5.56	49.385	-128.804	15
2001.061419	5.54	29.937	142.155	30.3
2001.061437	5.58	-54.404	-133.28	12.5
2001.06156	5.53	-0.323	99.077	31.4
2001.062922	5.67	-0.556	-19.877	10
2001.068136	7.63	23.388	70.326	17.4
2001.069586	5.53	-10.796	161.558	65.5
2001.07864	6.21	-0.738	133.271	15
2001.085106	5.57	-5.872	147.172	63.2
2001.104004	5.78	24.261	125.292	25
2001.107282	5.79	-19.334	-175.882	25
2001.119265	7.32	-4.955	102.573	33.8
2001.121387	6.05	-19.468	177.646	25
2001.130298	6.17	53.976	-133.691	15
2001.132225	6	-47.381	32.365	15
2001.135128	5.77	-45.171	-79.927	10
2001.140696	5.66	-11.338	-74.359	35
2001.142589	5.54	-27.755	-71.497	25
2001.144439	5.59	29.457	101.106	10
2001.148003	7.04	1.428	126.265	35
2001.149658	5.86	37.289	142.116	25
2001.149693	5.56	-1.275	67.821	22.5
2001.153326	5.52	-43.328	39.193	10
2001.159311	5.58	-6.925	155.794	48.9
2001.159537	6.64	-22.001	170.355	25
2001.160268	6.77	47.189	-122.659	56.8
2001.16769	5.84	-38.886	-74.866	15
2001.173607	5.9	34.332	86.874	15
2001.175598	6.08	-54.436	157.519	10
2001.17935	5.94	-6.81	-13.139	10
2001.192567	5.59	-35.205	-179.599	15
2001.193656	5.81	-7.285	105.918	35
2001.195994	5.72	18.804	121.142	25
2001.199336	5.95	8.625	93.941	19.5
2001.200667	5.89	-32.402	-71.54	37
2001.209186	5.69	12.499	-87.592	65
2001.2108	6.48	-4.047	128.004	18
2001.217978	5.81	-4.494	152.997	45
2001.222394	6.01	44.164	147.955	30
2001.224557	6.8	34.12	132.628	49.1
2001.24924	5.53	11.921	147.441	46
2001.252722	5.58	-3.428	149.099	15
2001.254818	6.34	-5.188	132.259	35
2001.263544	5.75	21.785	143.536	20
2001.264806	6.17	-27.842	-176.138	20
2001.268654	6.65	-32.723	-73.102	15
2001.277069	5.61	24.818	99.105	15
2001.280352	6.2	-59.878	-25.492	26
2001.281231	5.61	42.83	145.388	30
2001.282324	5.6	-17.126	168.45	25
2001.28399	5.96	30.232	141.948	13.5
2001.289722	5.6	-20.837	-70.746	30
2001.292026	5.91	51.154	-179.749	30
2001.295309	5.86	-7.432	156.027	25
2001.30198	5.58	-13.695	-76.855	25
2001.309823	5.77	-19.491	-173.67	20
2001.313104	5.67	32.82	132.239	40
2001.316336	5.71	8.306	-103.43	10
2001.320857	5.5	28.862	87.171	10
2001.324829	6.13	18.702	-104.586	25
2001.33385	5.78	0.436	126.323	30
2001.33942	5.64	-23.537	-111.987	10
2001.34157	5.56	-24.431	-116.069	10
2001.344286	5.65	-15.022	-173.488	15
2001.344348	5.88	-56.092	-144.004	10
2001.347623	5.51	18.792	-104.204	20
2001.34908	5.68	13.707	-88.682	10
2001.36374	5.64	-27.301	-176.714	30
2001.37464	5.83	0.336	97.772	29
2001.384522	5.51	2.666	-95.438	10
2001.393644	6.69	44.289	148.369	40.1
2001.402763	6.02	-6.591	132.295	45
2001.407212	6.38	-7.081	155.273	14
2001.424709	6.4	-6.808	146.462	10
2001.438876	5.56	38.55	25.572	10
2001.448619	5.87	24.51	121.977	30
2001.451007	5.91	18.803	146.834	25
2001.452923	5.93	13.804	51.651	22.9
2001.454053	5.95	-15.1	-173.435	10
2001.461957	5.51	-20.145	169.164	34.4
2001.463632	5.69	1.449	-85.226	15
2001.464759	5.7	45.574	151.924	32
2001.473749	5.67	35.708	28.173	50
2001.474626	5.63	1.44	125.707	60
2001.474886	5.51	54.904	-159.304	28.9
2001.475308	8.39	-16.358	-73.482	32
2001.482611	6	-4.127	-104.643	10
2001.482785	5.65	61.402	-139.838	13
2001.495068	6.1	-4.304	152.927	31.5
2001.495287	5.59	-4.258	123.28	20
2001.504199	5.6	32.152	139.613	20
2001.504466	6.14	-17.127	-65.391	15
2001.511885	5.53	2.648	66.269	10
2001.516074	6.15	-6.645	152.128	15
2001.525691	5.63	-7.467	-13.378	10
2001.52998	5.66	28.654	-43.482	15
2001.546203	5.86	57.083	-151.08	29.2
2001.558394	5.77	-3.505	134.705	15
2001.558408	6.31	-19.494	-69.364	10
2001.562406	5.51	33.108	95.611	33
2001.563354	6.44	39.051	24.258	15
2001.574787	5.61	-3.994	-103.867	10
2001.578111	5.63	-5.329	103.295	30
2001.578417	5.72	51.185	179.44	30
2001.578729	5.7	-15.18	-174.763	15
2001.58518	6.31	56.246	163.705	20
2001.588153	5.81	2.78	126.942	35
2001.592057	5.65	-10.873	165.13	15
2001.593872	6.71	-55.299	-123.456	10
2001.600403	5.61	-10.853	165.495	20
2001.602002	5.57	-30.648	-178.006	35.4
2001.61167	5.57	11.398	-86.966	25
2001.613547	5.67	-13.577	166.331	40
2001.614897	6.42	41.057	142.3	56.5
2001.626104	5.89	25.782	126.3	14
2001.63528	7.08	-36.851	-179.636	30
2001.642454	6.12	-3.405	146.635	15
2001.64568	6.03	7.648	-82.73	20.5
2001.649805	5.64	14.217	51.865	20.9
2001.65107	6.07	1.079	126.358	30
2001.654453	5.76	-21.741	-70.136	64
2001.654761	5.55	-41.318	-90.575	10
2001.659	5.61	-47.436	100.034	10
2001.660074	5.75	-22.918	169.961	25
2001.667629	6.04	0.932	82.39	15
2001.668505	6.28	-54.298	-136.678	10
2001.672505	5.79	-16.411	178.448	20
2001.681356	5.9	-13.285	97.274	10
2001.693697	6.49	-0.665	133.112	25
2001.696423	5.58	52.392	-169.209	31.9
2001.697285	5.63	27.817	141.853	50
2001.699976	5.5	-4.721	153.067	51
2001.700748	5.93	48.871	-128.404	10
2001.704663	5.92	-22.427	-174.921	15
2001.712363	5.52	-28.074	-176.619	22.8
2001.716864	5.57	-11.416	115.002	15
2001.722102	5.55	51.776	-175.324	54.3
2001.741578	6.35	-18.55	168.281	20
2001.744702	5.55	-22.569	-113.674	10
2001.74724	5.56	-58.346	-25.47	45
2001.749604	5.88	34.702	141.578	15
2001.750437	5.57	37.751	141.819	47.9
2001.753525	5.64	-3.527	139.754	25
2001.763444	6.13	-3.332	142.92	25
2001.766331	5.85	17.043	-100.086	30
2001.767995	6.45	52.657	160.275	30
2001.771377	5.89	47.783	154.815	36.7
2001.77744	6.03	52.673	-132.12	16.8
2001.778581	6.99	12.791	145.04	47.1
2001.78148	5.95	0.872	125.884	25
2001.782475	5.78	-8.6	110.539	65
2001.784136	5.69	-55.812	-123.89	10
2001.785515	5.52	-39.679	176.577	33.5
2001.78958	5.57	19.387	-65.007	15
2001.794768	5.54	-54.948	-127.601	10
2001.796427	7.45	-4.1	123.951	15
2001.801562	6.63	-36.93	179.165	18
2001.801925	5.7	1.837	126.476	20
2001.818571	5.55	26.264	100.664	15
2001.822721	5.55	51.358	-174.908	40.7
2001.829931	6.92	-5.967	150.161	34
2001.831403	5.72	5.398	94.298	35
2001.853407	5.58	-60.971	-25.617	15
2001.853616	6.04	9.712	-82.221	18.3
2001.863781	5.72	-49.461	-116.439	10
2001.865594	6.03	22.335	-107.021	15
2001.8657	5.99	53.789	170.346	13.9
2001.868291	7.79	35.964	90.549	10
2001.870072	6.28	-1.596	-15.503	15
2001.8776	5.66	-24.503	-115.954	10
2001.877957	5.89	-60.6	154.129	10
2001.889607	5.82	-31.21	-176.613	35
2001.891783	6.3	-16.415	178.295	20
2001.898988	5.56	23.051	125.37	10
2001.902909	5.72	-33.163	-178.616	10
2001.903665	5.5	29.556	81.704	20
2001.910235	5.53	-4.132	-104.246	10
2001.914345	5.6	-4.863	101.704	25
2001.92055	6.42	-16.565	-177.417	20.3
2001.924043	5.6	18.929	120.198	25.5
2001.925596	5.64	-52.565	18.397	10
2001.930703	5.71	-41.396	-88.396	15
2001.932405	5.76	-44.146	168.793	10
2001.93526	6.16	28.246	129.52	30
2001.935615	5.75	32.064	-114.962	10
2001.945344	6.1	-17.183	167.67	51.4
2001.945476	7.06	-42.827	124.826	15
2001.948192	5.63	26.994	-44.414	15
2001.950216	5.51	-53.462	24.711	10
2001.960763	6.82	23.934	122.78	14
2001.967058	5.56	54.099	-162.603	30
2001.970895	5.58	8.149	-70.922	15
2001.975172	5.91	27.894	141.841	40.6
2001.976601	6.82	-9.592	159.66	15
2001.982091	5.83	-30.282	-178.106	42.2
2001.990136	5.84	-35.888	-101.127	10
2001.992076	5.53	-6.031	102.725	20
2001.992413	5.68	-35.335	-103.599	10
2001.999846	5.93	-55.018	-129.086	10
