1993.328767	0
1993.49589	0.100561751
1993.580822	0.072731526
1993.665753	-0.037404203
1993.747945	-0.153222734
1993.915068	0.100963234
1994	-0.022445061
1994.084932	-0.021242841
1994.161644	-0.009620245
1994.246575	0.043843269
1994.328767	-0.086932172
1994.413699	-0.01723528
1994.49589	-0.042478856
1994.580822	-0.076922776
1994.747945	-0.067846278
1995.084932	0.11528438
1995.161644	-0.011757887
1995.246575	0.158802138
1995.328767	0.33705299
1995.413699	0.250751694
1995.49589	0.287110795
1995.580822	0.34014204
1995.665753	0.298653251
1995.747945	0.315030859
1995.832877	0.451039354
1996.163934	0.469069111
1996.248634	0.3582763
1996.415301	0.382328573
1996.666667	0.344977362
1996.748634	0.467050614
1997	0.416473457
1997.161644	0.431669496
1997.246575	0.298787478
1997.328767	0.397516863
1997.49589	0.380581468
1997.580822	0.312748492
1997.665753	0.409885096
1997.747945	0.498546089
1998	0.384882115
1998.084932	0.594604208
1998.161644	0.485084675
1998.246575	0.630206123
1998.328767	0.398457844
1998.665753	0.365397022
1998.747945	0.432207472
1999.161644	0.408675059
1999.246575	0.442967899
1999.328767	0.439336062
1999.413699	0.365531382
1999.49589	0.35370869
1999.580822	0.341753775
1999.665753	0.389989492
1999.747945	0.456420863
1999.832877	0.552149267
2000.084699	0.244582007
2000.163934	0.473375442
2000.248634	0.396038205
2000.330601	0.390930367
2000.415301	0.395634941
2000.497268	0.331815362
2000.581967	0.346992182
2000.666667	0.413246424
2000.748634	0.383403736
2000.833333	0.596491715
2000.915301	0.538542402
2001	0.322281247
2001.084932	0.347932453
2001.161644	0.380850251
2001.246575	0.337455902
2001.328767	0.312479984
2001.413699	0.207575878
2001.49589	0.270740038
2001.580822	0.275033618
2001.665753	0.227819437
2001.747945	0.262019553
2001.832877	0.081561005
2002	0.441488238
2002.084932	0.286842389
2002.161644	0.178762889
2002.246575	0.251288215
2002.328767	0.241631488
2002.413699	0.272081752
2002.49589	0.21548488
2002.580822	0.191626682
2002.665753	0.183050543
2002.747945	0.158668193
2002.832877	0.30670731
2002.915068	0.376818629
2003	0.214814589
2003.161644	0.225137817
2003.246575	0.158534249
2003.413699	0.177289072
2003.49589	0.18291655
2003.580822	0.183050543
2003.665753	0.172197954
2003.747945	0.158668193
2003.832877	0.111670341
2003.915068	0.222992599
2004	0.048924549
2004.084699	0.117693848
2004.163934	0.194843019
2004.248634	0.196853308
2004.330601	0.172733842
2004.415301	0.133625312
2004.497268	0.136838844
2004.581967	0.119701805
2004.666667	0.103506015
2004.748634	0.139383
2004.833333	0.276375418
2004.915301	0.310331954
2005	0.121308215
2005.084932	0.210122742
